id,slug,tactic,sub_tactics,name,price,countries,campaign_briefs,isDefault,type,isActive,product_features,publications,languages,radio_stations,categories,quantity,cart_items,regions,new_tab,product_info,product_detail_url,product_image,isTop,order,description,createdAt,updatedAt
3,super_pr_italy,1,,Super - Italy,2500,1,"1,2,3",true,product,true,"[{""id"":13,""key"":""Translation of the English press release into Italian"",""value"":null},{""id"":14,""key"":""Sending to targeted media lists"",""value"":null},{""id"":16,""key"":""Distributing via press via news agency (Adnkronos)"",""value"":null},{""id"":15,""key"":""Guaranteed coverage on the leading regional news portals"",""value"":"" 1 website""},{""id"":18,""key"":""Total online coverage guarantee"",""value"":"" 15+""},{""id"":17,""key"":""Coverage report"",""value"":""false""}]",,,,,0,"323,456",1,null,null,null,"{""id"":5,""name"":""italy.svg"",""alternativeText"":""Italy"",""caption"":null,""width"":20,""height"":20,""formats"":null,""hash"":""italy_864c62b7fe"",""ext"":"".svg"",""mime"":""image/svg+xml"",""size"":0.34,""url"":""https://publsh-cms-staging.s3.amazonaws.com/italy_864c62b7fe.svg"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/1"",""createdAt"":""2023-12-19T07:08:40.392Z"",""updatedAt"":""2023-12-20T17:45:52.625Z""}",true,0,null,2023-12-13T10:08:55.883Z,
287,caterer_half_page,3,1,Half Page,6.13,21,"2,1",false,product,true,"[{""id"":1166,""key"":""Media Type"",""value"":""Magazine""},{""id"":1165,""key"":""Frequency"",""value"":""Monthly""},{""id"":1167,""key"":""Circulation"",""value"":""22000""}]",8,2,,26,0,,,true,"Caterer Middle East is the definitive guide to successful F&B management in the GCC, with two decades of experience in the market and access to the industry’s most important figures.",null,"{""id"":64,""name"":""Caterer Middle East.png"",""alternativeText"":""Caterer Middle East"",""caption"":null,""width"":400,""height"":120,""formats"":{""thumbnail"":{""ext"":"".png"",""url"":""https://publsh-cms-staging.s3.amazonaws.com/thumbnail_Caterer_Middle_East_429ecfff83.png"",""hash"":""thumbnail_Caterer_Middle_East_429ecfff83"",""mime"":""image/png"",""name"":""thumbnail_Caterer Middle East.png"",""path"":null,""size"":8.77,""width"":245,""height"":73}},""hash"":""Caterer_Middle_East_429ecfff83"",""ext"":"".png"",""mime"":""image/png"",""size"":3.42,""url"":""https://publsh-cms-staging.s3.amazonaws.com/Caterer_Middle_East_429ecfff83.png"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/2"",""createdAt"":""2023-12-19T13:38:16.741Z"",""updatedAt"":""2023-12-21T09:25:02.163Z""}",true,0,null,2024-01-05T11:21:43.153Z,
289,caterer_inside_front_cover,3,1,Inside Front Cover,7.95,21,"2,1",false,product,true,"[{""id"":1171,""key"":""Media Type"",""value"":""Magazine""},{""id"":1172,""key"":""Frequency"",""value"":""Monthly""},{""id"":1173,""key"":""Circulation"",""value"":""22000""}]",8,2,,26,0,,,true,"Caterer Middle East is the definitive guide to successful F&B management in the GCC, with two decades of experience in the market and access to the industry’s most important figures.",null,"{""id"":64,""name"":""Caterer Middle East.png"",""alternativeText"":""Caterer Middle East"",""caption"":null,""width"":400,""height"":120,""formats"":{""thumbnail"":{""ext"":"".png"",""url"":""https://publsh-cms-staging.s3.amazonaws.com/thumbnail_Caterer_Middle_East_429ecfff83.png"",""hash"":""thumbnail_Caterer_Middle_East_429ecfff83"",""mime"":""image/png"",""name"":""thumbnail_Caterer Middle East.png"",""path"":null,""size"":8.77,""width"":245,""height"":73}},""hash"":""Caterer_Middle_East_429ecfff83"",""ext"":"".png"",""mime"":""image/png"",""size"":3.42,""url"":""https://publsh-cms-staging.s3.amazonaws.com/Caterer_Middle_East_429ecfff83.png"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/2"",""createdAt"":""2023-12-19T13:38:16.741Z"",""updatedAt"":""2023-12-21T09:25:02.163Z""}",true,0,null,2024-01-05T11:28:42.951Z,
59,webtekno-press-release,2,2,Webtekno-Press Release,800,2,,false,product,true,"[{""id"":889,""key"":""type"",""value"":""Press Release""},{""id"":894,""key"":""Country "",""value"":""Turkey""},{""id"":892,""key"":""Topic / Industry "",""value"":""Technology""},{""id"":893,""key"":""Total Monthly Visitors"",""value"":""7.8 M""},{""id"":891,""key"":""Country Rank"",""value"":""217""},{""id"":890,""key"":""Content Length "",""value"":""Max.600 words""}]",34,1,,64,0,,1,true,null,null,null,true,0,null,2023-12-22T07:40:45.981Z,
63,donanimhaber-blog-release,2,2,Donanimhaber-Blog Release,850,2,"2,1",false,product,true,[],37,1,,64,0,,1,true,null,null,"{""id"":88,""name"":""DH.png"",""alternativeText"":""Donanimhaber"",""caption"":null,""width"":400,""height"":120,""formats"":{""thumbnail"":{""ext"":"".png"",""url"":""https://publsh-cms-staging.s3.amazonaws.com/thumbnail_DH_6b1009a4c1.png"",""hash"":""thumbnail_DH_6b1009a4c1"",""mime"":""image/png"",""name"":""thumbnail_DH.png"",""path"":null,""size"":7.89,""width"":245,""height"":73}},""hash"":""DH_6b1009a4c1"",""ext"":"".png"",""mime"":""image/png"",""size"":2.67,""url"":""https://publsh-cms-staging.s3.amazonaws.com/DH_6b1009a4c1.png"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/2"",""createdAt"":""2023-12-22T17:47:26.385Z"",""updatedAt"":""2023-12-22T17:48:54.310Z""}",true,0,null,2023-12-22T07:45:28.793Z,
11,1_interview,2,3,1 Interview,1850,,,true,product,true,"[{""id"":30,""key"":""Total number of Publications shortlisted & Targeted as per your brand:"",""value"":""20""},{""id"":29,""key"":""Guarantee coverage in a 1 TIER-1 media publication."",""value"":""true""},{""id"":31,""key"":""Coverage report"",""value"":""true""}]",,,,,0,"169,271,332,740,1043,1207,1212,1228,1248,1278,1321,1327,1329",,null,null,null,null,true,0,null,2023-12-15T01:26:26.126Z,
13,2_interview,2,3,2 Interview,3100,,,true,product,true,"[{""id"":35,""key"":""Total number of Publications shortlisted & Targeted as per your brand: "",""value"":""45""},{""id"":34,""key"":""Guarantee coverage in a 2 TIER-1 media publicationsthree TIER-1 media publications"",""value"":null},{""id"":37,""key"":""Coverage report"",""value"":null}]",,,,,0,"395,409,758,1007,1082,1164,1209,1294",,null,null,null,null,true,0,null,2023-12-15T01:37:41.605Z,
15,writing-op_ed,2,4,Writing of the Op-Ed,200,,,false,add_on,true,[],,,,,0,"170,310,465,1010,1143,1147,1318",,null,null,null,null,null,0,null,2023-12-15T01:53:05.590Z,
23,2-op-ed,2,4,2 OpEd Articles,2800,,,true,product,true,"[{""id"":68,""key"":""Fill out the brief form"",""value"":null},{""id"":69,""key"":""Submit the brief"",""value"":null},{""id"":70,""key"":"" Publsh will draft/Editorial check two article and start pitch to your list of target media"",""value"":null},{""id"":71,""key"":"" Your Op-Ed will be featured in 2 tier-1 publications"",""value"":null},{""id"":72,""key"":""Coverage report"",""value"":null}]",,,,,0,"1146,1215,1250,1295,1310,1317",,null,null,null,null,true,0,null,2023-12-15T09:57:12.780Z,
24,3-op-ed,2,4,3 OpEd Articles,4000,,,true,product,true,"[{""id"":73,""key"":""Fill out the brief form"",""value"":null},{""id"":74,""key"":""Submit the brief"",""value"":null},{""id"":75,""key"":""Publsh will draft/Editorial check three article and start pitch to your list of target media"",""value"":null},{""id"":76,""key"":""Your Op-Ed will be featured in 3 tier-1 publications"",""value"":null},{""id"":77,""key"":""Coverage report"",""value"":null}]",,,,,0,"365,367",,null,null,null,null,true,0,null,2023-12-15T10:02:38.776Z,
33,translation_french_pr,1,,Translation of press release into French (up to 500 words),50,"16,17",,false,add_on,true,[],,,,,0,"167,269,337,495,762,908",5,null,null,null,null,true,0,null,2023-12-20T11:21:12.392Z,
171,basic_pr_azerbaijan,1,,Basic - Azerbaijan,1950,10,"2,1,3",false,product,true,"[{""id"":716,""key"":""Translation of the English press release into Dutch"",""value"":""false""},{""id"":717,""key"":""Sending to targeted media lists"",""value"":null},{""id"":719,""key"":""Distributing to press via news agency (trend.az)"",""value"":null},{""id"":718,""key"":""Distributing to press via news agency (day.az)"",""value"":""false""},{""id"":715,""key"":""Distributing to press via news agency (azertag.az)"",""value"":""false""},{""id"":720,""key"":""Total online coverage guarantee"",""value"":"" 3+""},{""id"":721,""key"":""Coverage report"",""value"":null}]",,,,,0,677,3,true,null,null,"{""id"":22,""name"":""azerbaijan.svg"",""alternativeText"":""Azerbaijan"",""caption"":null,""width"":20,""height"":20,""formats"":null,""hash"":""azerbaijan_1833205637"",""ext"":"".svg"",""mime"":""image/svg+xml"",""size"":0.9,""url"":""https://publsh-cms-staging.s3.amazonaws.com/azerbaijan_1833205637.svg"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/1"",""createdAt"":""2023-12-19T07:08:40.806Z"",""updatedAt"":""2023-12-20T17:43:20.353Z""}",true,0,null,2023-12-22T16:28:53.689Z,
193,super_pr_europe-regional,1,,Super - Europe Regional,4250,26,"2,1,3",false,product,true,"[{""id"":885,""key"":""Translation of the English press release into... "",""value"":"" English, French, German, Dutch, Italian, Spanish, Turkish""},{""id"":884,""key"":""Sending to targeted media lists"",""value"":null},{""id"":887,""key"":""Distributing via press via news agencies (AFP, AP, DGAP etc.)"",""value"":null},{""id"":888,""key"":""Total online coverage guarantee"",""value"":"" 100+""},{""id"":886,""key"":""Coverage report"",""value"":null}]",,,,,0,,1,true,null,null,null,true,0,null,2023-12-22T18:20:54.396Z,
57,cumhuriyet-press-release,2,2,Cumhuriyet-Press Release,200,2,,false,product,true,"[{""id"":900,""key"":""type"",""value"":""Press Release""},{""id"":901,""key"":""Country "",""value"":""Turkey""},{""id"":902,""key"":""Topic / Industry "",""value"":""General News""},{""id"":903,""key"":""Total Monthly Visits "",""value"":""28 M""},{""id"":905,""key"":""Country Rank "",""value"":""35""},{""id"":904,""key"":""Content Length "",""value"":""Max.600 words""}]",32,1,,39,0,"770,938,1005,1062,1151,1205,1322",1,true,null,null,"{""id"":85,""name"":""cumhuriyet.png"",""alternativeText"":null,""caption"":null,""width"":400,""height"":120,""formats"":{""thumbnail"":{""ext"":"".png"",""url"":""https://publsh-cms-staging.s3.amazonaws.com/thumbnail_cumhuriyet_78a62e942b.png"",""hash"":""thumbnail_cumhuriyet_78a62e942b"",""mime"":""image/png"",""name"":""thumbnail_cumhuriyet.png"",""path"":null,""size"":7.15,""width"":245,""height"":73}},""hash"":""cumhuriyet_78a62e942b"",""ext"":"".png"",""mime"":""image/png"",""size"":2.08,""url"":""https://publsh-cms-staging.s3.amazonaws.com/cumhuriyet_78a62e942b.png"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/2"",""createdAt"":""2023-12-22T13:40:11.486Z"",""updatedAt"":""2023-12-22T13:40:11.486Z""}",true,0,null,2023-12-22T07:27:10.049Z,
68,memurlar-press-release,2,2,Memurlar-Press Release,1250,2,"2,1",false,product,true,"[{""id"":199,""key"":""type "",""value"":""Press Release""},{""id"":194,""key"":""Country "",""value"":""Turkey ""},{""id"":196,""key"":""Topic/ Industry "",""value"":""General News""},{""id"":198,""key"":""Totaly Monthly Visits"",""value"":""29.5 M""},{""id"":195,""key"":""Country Rank"",""value"":""49""},{""id"":197,""key"":""Content Length "",""value"":""Max.600 words""}]",41,1,,63,0,,1,true,null,null,"{""id"":90,""name"":""memurlar.png"",""alternativeText"":""memurlar"",""caption"":null,""width"":400,""height"":120,""formats"":{""thumbnail"":{""ext"":"".png"",""url"":""https://publsh-cms-staging.s3.amazonaws.com/thumbnail_memurlar_ddbd574395.png"",""hash"":""thumbnail_memurlar_ddbd574395"",""mime"":""image/png"",""name"":""thumbnail_memurlar.png"",""path"":null,""size"":8.42,""width"":245,""height"":73}},""hash"":""memurlar_ddbd574395"",""ext"":"".png"",""mime"":""image/png"",""size"":2.16,""url"":""https://publsh-cms-staging.s3.amazonaws.com/memurlar_ddbd574395.png"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/2"",""createdAt"":""2023-12-23T04:27:16.092Z"",""updatedAt"":""2023-12-23T04:27:28.700Z""}",true,0,null,2023-12-22T08:01:44.199Z,
174,super_pr_indonesia,1,,Super - Indonesia,2250,11,"2,1,3",false,product,true,"[{""id"":736,""key"":""Translation of the English press release into Indonesian (Bahasa)"",""value"":null},{""id"":737,""key"":""Sending to targeted media lists"",""value"":null},{""id"":738,""key"":""Distributing to press via partnered websites"",""value"":null},{""id"":740,""key"":""Distributing via press via news agency (ANTARA)"",""value"":null},{""id"":741,""key"":""Total online coverage guarantee"",""value"":"" 15+""},{""id"":739,""key"":""Coverage report"",""value"":null}]",,,,,0,,3,true,null,null,"{""id"":15,""name"":""indonesia.svg"",""alternativeText"":""Indonesia"",""caption"":null,""width"":20,""height"":20,""formats"":null,""hash"":""indonesia_8f37e80e67"",""ext"":"".svg"",""mime"":""image/svg+xml"",""size"":0.39,""url"":""https://publsh-cms-staging.s3.amazonaws.com/indonesia_8f37e80e67.svg"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/1"",""createdAt"":""2023-12-19T07:08:40.718Z"",""updatedAt"":""2023-12-20T17:44:30.747Z""}",true,0,null,2023-12-22T16:31:51.633Z,
25,karar,2,2,Karar - Press Release,300,2,,false,product,true,"[{""id"":79,""key"":""Country"",""value"":""Turkey""},{""id"":78,""key"":""Topic / Industry"",""value"":""General News""},{""id"":80,""key"":""Total Monthly Visits"",""value"":""48.4""},{""id"":81,""key"":""Country Rank"",""value"":""81""},{""id"":82,""key"":""type"",""value"":""Press Release""},{""id"":83,""key"":""Content Length"",""value"":""600 words""}]",27,1,,63,0,,,true,null,null,"{""id"":83,""name"":""Karar.png"",""alternativeText"":""karar"",""caption"":null,""width"":400,""height"":120,""formats"":{""thumbnail"":{""ext"":"".png"",""url"":""https://publsh-cms-staging.s3.amazonaws.com/thumbnail_Karar_4e54956206.png"",""hash"":""thumbnail_Karar_4e54956206"",""mime"":""image/png"",""name"":""thumbnail_Karar.png"",""path"":null,""size"":8.56,""width"":245,""height"":73}},""hash"":""Karar_4e54956206"",""ext"":"".png"",""mime"":""image/png"",""size"":2.85,""url"":""https://publsh-cms-staging.s3.amazonaws.com/Karar_4e54956206.png"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/2"",""createdAt"":""2023-12-22T12:39:18.281Z"",""updatedAt"":""2023-12-22T12:52:24.276Z""}",null,0,null,2023-12-18T12:15:28.618Z,
34,italian_media_pr,1,,Guaranteed coverage on a Italian Tier-1 media,50,1,,false,add_on,true,[],,,,,0,"464,479,498,508,512,545,607,723,903,1014",1,null,null,null,null,true,0,null,2023-12-20T13:20:33.771Z,
179,extend_pr_malaysia,1,,Extend - Malaysia,1750,27,"2,1,3",false,product,true,"[{""id"":767,""key"":""Translation of the English press release into Malay"",""value"":null},{""id"":769,""key"":""Sending to targeted media lists"",""value"":null},{""id"":768,""key"":""Distributing to press via partnered websites"",""value"":null},{""id"":772,""key"":""Guaranteed coverage on the leading regional news portals"",""value"":""false""},{""id"":770,""key"":""Total online coverage guarantee"",""value"":"" 10+""},{""id"":771,""key"":""Coverage report"",""value"":null}]",,,,,0,"1223,1264",3,true,null,null,null,true,0,null,2023-12-22T17:06:47.487Z,
66,onedio-blog-article,2,2,Onedio-Blog article,1400,2,"2,1",false,product,true,"[{""id"":182,""key"":""type "",""value"":""Blog Release""},{""id"":183,""key"":""Country "",""value"":""Turkey ""},{""id"":187,""key"":""Topic/ Industry "",""value"":""Lifestyle""},{""id"":184,""key"":""Totaly Monthly Visits"",""value"":""43,3 M""},{""id"":185,""key"":""Country Rank"",""value"":""33""},{""id"":186,""key"":""Content Length "",""value"":""Max.1000 words""}]",39,1,,36,0,,1,true,null,null,"{""id"":93,""name"":""Onedio.png"",""alternativeText"":""Onedio"",""caption"":null,""width"":400,""height"":120,""formats"":{""thumbnail"":{""ext"":"".png"",""url"":""https://publsh-cms-staging.s3.amazonaws.com/thumbnail_Onedio_b7feab3704.png"",""hash"":""thumbnail_Onedio_b7feab3704"",""mime"":""image/png"",""name"":""thumbnail_Onedio.png"",""path"":null,""size"":7.52,""width"":245,""height"":73}},""hash"":""Onedio_b7feab3704"",""ext"":"".png"",""mime"":""image/png"",""size"":4.47,""url"":""https://publsh-cms-staging.s3.amazonaws.com/Onedio_b7feab3704.png"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/2"",""createdAt"":""2023-12-23T04:56:15.314Z"",""updatedAt"":""2023-12-23T04:56:15.314Z""}",true,0,null,2023-12-22T07:56:33.919Z,
214,online-writing-services-2,2,2,Writing Services,100,2,,false,null,true,[],"27,30,37,39",,,,0,,,true,null,null,null,false,0,null,2023-12-23T07:09:13.325Z,
45,gercekgundem_press_release,2,2,gercekgundem-Press Release,300,2,"2,1",false,product,true,"[{""id"":136,""key"":""type"",""value"":""Press Release""},{""id"":133,""key"":""Country"",""value"":""Turkey""},{""id"":135,""key"":""Topic / Industry"",""value"":""General News""},{""id"":137,""key"":""Total Monthly Visits"",""value"":""48.4""},{""id"":134,""key"":""Country Rank"",""value"":""81""},{""id"":138,""key"":""Content Length"",""value"":""600 words""}]",29,1,,63,0,"362,1149",,true,null,null,null,true,0,null,2023-12-20T14:21:28.195Z,
213,online-writing-services,2,2,Writing Services,90,2,,false,null,true,[],"27,28,29,30,32,33,34,35,36,37,38,39,40,41",,,,0,,,true,null,null,null,false,0,null,2023-12-23T07:07:29.460Z,
31,pr_additional_writing,1,,Additional 100 words for writing,50,"1,16,17,21,19,20,26,3,4,2,6,7,8,9,10,11,14,27,12,13,23,22,15",,false,add_on,true,[],,,,,0,"606,627,635,636,676,680,683,703,755,761,783,790,900,902,910,972,973,977,978,982,994,1000,1002,1013,1018,1032,1050,1059,1116,1136,1140,1186,1196,1231,1238,1241,1245,1247,1259,1263,1266,1275,1277,1284,1291,1314,1316,1320,1332,1340","1,5,2,3",null,null,null,null,true,0,null,2023-12-20T11:18:09.398Z,
